"","AB62","AC43cAns3Q2","AC43c.Ans5Q1","AD24a.Ans1Q1","DA44A1","FA101cAR","FB56.6cQ1","FB72A3","FD39.2cQ1","FD393c","GP91c"
"G04757",0,0,0,0,0,0,0,0,0,0,0
"G04758",24,36,486,224,313,754,112,14,176,68,64
"G04759",94,421,154,153,602,741,145,35,370,393,638
"G04760",0,0,0,0,0,0,0,0,0,0,0
"G04761",0,0,2,0,0,0,0,0,0,0,0
"G04762",16,81,0,0,17,33,0,6,39,19,77
"G04763",0,0,0,0,0,0,0,0,0,0,0
"G04764",1331,1847,1819,865,2284,2430,1076,1125,1910,1699,2398
"G04765",1296,1788,1230,580,2655,2726,774,1015,1782,1431,2384
"G04766",1012,1269,1487,677,2775,2487,738,444,1318,1029,1500
"G04767",664,593,594,256,602,910,281,433,579,573,662
"G04768",756,1019,418,138,798,1000,154,389,807,824,1135
"G04769",218,401,71,0,204,378,18,59,355,290,790
"G04770",300,236,333,150,453,349,683,425,330,268,348
"G04771",0,0,0,0,1,0,0,0,0,0,0
"G04772",170,371,96,148,492,539,151,454,412,485,310
"G04773",0,0,0,0,0,0,0,0,0,0,0
"G04774",37,24,16,87,23,21,105,364,45,89,24
"G04775",57,32,96,0,237,108,70,36,44,275,10
"G04776",1948,3106,1205,546,3128,3360,466,1005,2641,2357,3743
"G04777",0,0,0,0,0,0,0,0,0,0,0
"G04778",16,37,10,0,0,26,0,0,29,6,3
"G04779",232,329,265,184,427,435,138,119,339,243,282
"G04780",0,4,13,0,22,35,0,0,27,0,8
"G04781",0,0,16,0,0,20,0,0,5,0,2
"G04782",0,0,0,0,0,0,0,0,0,0,0
"G04783",172,228,158,91,107,220,132,125,192,115,264
"G04784",299,315,490,124,515,690,202,124,468,356,310
"G04785",1603,2121,1265,420,2416,2916,634,986,2369,1753,2746
"G04786",0,0,0,0,0,0,0,0,0,0,0
"G04787",133,606,67,2,117,216,0,42,335,126,396
"G04788",175,285,102,64,261,369,31,153,212,149,386
"G04789",95,75,259,73,520,413,128,69,139,116,113
"G04790",0,0,0,0,0,0,0,0,0,0,0
"G04791",54,64,40,7,55,68,21,36,51,57,92
"G04792",148,447,41,82,224,288,14,57,385,164,454
"G04793",0,0,0,0,0,0,0,0,0,0,0
"G04794",45,47,21,5,70,165,18,11,77,51,151
"G04795",240,385,241,116,197,211,128,153,274,310,235
"G04796",589,1207,250,73,676,771,95,408,825,847,909
"G04797",0,0,0,0,0,0,0,0,0,0,0
"G04798",17,40,26,19,66,80,3,15,36,31,27
"G04799",16,169,26,0,72,76,7,71,94,85,151
"G04800",389,860,224,63,318,401,123,179,638,562,885
"G04801",0,0,10,0,0,0,9,0,0,0,1
"G04802",1044,1145,1044,370,1395,3528,380,490,948,1091,1267
"G04803",23,36,44,5,24,18,9,16,43,36,28
"G04804",0,1,0,14,0,0,47,0,0,5,0
"G04805",0,0,0,0,0,0,0,0,0,0,0
"G04806",118,278,46,29,145,235,11,38,163,127,327
"G04807",0,0,0,0,0,0,0,0,0,0,0
"G04808",706,921,835,337,1345,1396,410,710,1004,660,775
"G04809",182,147,1218,393,165,205,143,1767,343,171,341
"G04810",0,0,0,0,0,0,0,0,0,0,0
"G04811",0,0,0,0,0,0,0,0,0,0,0
"G04812",0,0,0,0,0,0,0,0,0,0,0
"G04813",0,0,0,0,0,0,0,0,0,0,0
"G04814",104,303,125,1,318,425,68,79,264,235,393
"G04815",4634,10939,3344,606,4754,6149,2141,3264,7565,7362,6645
"G04816",5,29,15,0,12,37,14,4,18,10,16
"G04817",0,0,0,0,0,0,0,0,0,0,0
"G04818",785,1001,285,173,614,749,52,354,730,654,1106
"G04819",1110,1577,905,331,1459,1827,667,649,1300,1101,1327
"G04820",0,0,1,0,0,0,0,4,0,0,1
"G04821",43,97,11,0,34,101,0,24,65,68,151
"G04822",373,985,262,1,354,664,83,153,462,715,1441
"G04823",1663,1523,550,718,5328,8124,662,1589,1373,2455,2930
"G04824",9690,20748,7748,1365,8725,8805,1430,7086,11426,11156,19163
"G04825",5171,6486,4527,2568,6038,12668,1672,2867,7382,4583,6176
"G04826",0,11,6,0,0,25,0,0,2,1,3
"G04827",1754,781,12617,6209,4254,7443,5062,3300,4050,811,927
"G04828",626,844,641,8,399,767,49,355,1322,1154,1340
"G04829",0,0,0,0,0,0,0,0,0,0,0
"G04830",21,18,26,3,7,40,0,16,24,47,11
"G04831",9,7,28,0,3,16,5,15,5,18,7
"G04832",692,250,482,509,1004,1411,2486,932,252,785,1443
"G04833",10,135,27,38,90,101,196,14,79,41,102
"G04834",261,317,255,46,455,592,58,241,342,249,192
"G04835",0,0,0,0,0,0,0,0,0,0,0
"G04836",567,919,307,51,713,1026,148,189,536,783,1292
"G04837",6797,7052,9082,2461,9141,11860,3493,4266,8327,6368,7017
"G04838",40,64,141,29,381,618,143,27,163,142,223
"G04839",454,619,499,157,1089,583,211,437,585,443,1078
"G04840",12,68,0,0,18,34,12,0,33,20,66
"G04841",12,54,21,0,41,51,9,0,50,14,58
"G04842",463,534,249,106,511,570,42,450,439,458,375
"G04843",8,10,17,145,215,274,276,2,64,6,91
"G04844",2184,4077,739,19,2504,5239,456,1482,2656,3120,3914
"G04845",0,0,0,0,0,0,0,0,0,0,0
"G04846",0,1,1,0,0,6,0,3,2,0,0
"G04847",215,484,1633,719,1277,2750,218,446,1433,474,1361
"G04848",123,161,46,0,5,69,6,24,111,73,169
"G04849",55,82,243,12,249,383,29,64,262,262,228
"G04850",0,0,0,0,0,0,0,0,0,0,0
"G04851",327,603,702,452,2103,2035,2006,400,516,620,814
"G04852",0,0,0,0,0,0,0,0,0,0,0
"G04853",920,1452,596,298,928,1251,179,860,934,960,1512
"G04854",1017,1436,9661,4524,3723,1900,1608,511,6652,1208,1411
"G04855",146,433,88,1,204,310,114,86,273,232,624
"G04856",386,673,156,106,378,493,67,306,538,414,660
"G04857",0,0,0,0,0,0,0,0,0,0,0
"G04858",32,265,93,81,158,153,9,76,187,53,106
"G04859",31,36,16,134,15,11,52,113,26,7,9
"G04860",0,3,0,0,1,1,0,1,2,0,1
"G04861",418,811,557,168,1343,1341,358,361,640,696,731
"G04862",0,1,2,1,1,1,2,0,1,1,0
"G04863",2198,4271,2843,1463,1555,1766,542,2473,2816,2767,3391
"G04864",0,0,0,0,2,6,0,3,2,2,3
"G04865",2,0,3,0,1,2,1,0,1,2,4
"G04866",510,659,698,109,1020,2667,318,527,1359,747,1880
"G04867",17,38,95,272,184,298,172,213,94,44,316
"G04868",52,26,885,443,383,1246,59,22,287,77,109
"G04869",0,0,0,0,0,0,0,0,0,0,0
"G04870",553,834,1532,1494,1518,877,927,538,1199,825,897
"G04871",0,0,0,0,0,0,0,0,0,0,0
"G04872",75,115,269,169,292,175,111,95,62,80,152
"G04873",98,34,62,959,36,66,377,203,26,16,21
"G04874",774,1104,946,135,1074,1444,441,478,1069,749,1120
"G04875",1965,2481,807,299,1454,1760,280,1118,1483,1569,1815
"G04876",0,0,0,0,0,0,0,0,0,0,0
"G04877",0,0,0,0,0,0,0,0,0,0,0
"G04878",324,360,453,57,766,865,248,194,395,295,313
"G04879",249,269,441,159,995,1040,383,253,449,382,474
"G04880",0,1,0,0,2,0,1,0,0,0,2
"G04881",0,2,0,0,0,2,0,0,1,0,0
"G04882",159,931,166,39,692,782,33,63,774,535,1329
"G04883",16,10,16,17,31,31,20,7,23,43,38
"G04884",73,125,43,0,124,167,17,21,128,95,139
"G04885",0,0,0,0,0,0,0,0,0,0,0
"G04886",512,1351,891,327,1466,1864,592,356,1052,733,1404
"G04887",2293,2937,1754,337,2867,3023,922,1428,2569,2164,2954
"G04888",247,671,104,31,262,307,73,124,390,318,624
"G04889",90,193,15,0,141,198,33,31,157,185,460
"G04890",262,486,162,32,381,407,107,237,542,484,368
"G04891",280,548,347,50,870,845,91,129,730,493,1004
"G04892",45,174,145,56,214,325,12,38,313,199,343
"G04893",612,716,554,437,968,1285,266,520,565,558,840
"G04894",0,0,0,0,0,0,0,0,0,0,1
"G04895",0,0,98,2,13,1,0,0,7,1,16
"G04896",327,149,809,775,3343,2878,728,745,599,1070,1085
"G04897",777,925,1523,668,1979,2037,632,814,1352,1164,1528
"G04898",0,0,0,0,0,0,0,0,0,0,0
"G04899",137,128,147,18,531,448,62,109,209,123,184
"G04900",108,179,997,94,335,636,117,83,245,115,601
"G04901",12,15,4,0,5,11,0,2,6,5,5
"G04902",700,1565,1039,305,1729,1339,444,716,1308,952,1325
"G04903",94,124,311,151,694,457,107,95,424,512,178
"G04904",0,0,0,0,0,0,0,0,0,0,0
"G04905",1597,2132,2113,836,5523,11259,3469,639,2528,2977,3258
"G04906",1373,1831,990,498,1406,1994,438,699,1720,1093,2244
"G04907",53,175,17,0,140,183,43,14,156,125,336
"G04908",743,1288,503,132,1034,947,355,571,975,827,952
"G04909",0,2,10,0,7,2,0,0,6,4,4
"G04910",66,118,34,0,108,177,0,58,131,106,168
"G04911",0,0,0,0,0,2,0,0,0,0,0
"G04912",302,158,1410,415,841,663,830,210,549,362,326
"G04913",4,12,11,0,15,12,0,0,27,6,22
"G04914",5,0,7,0,0,19,0,0,12,7,12
"G04915",0,0,0,0,0,0,0,0,0,1,0
"G04916",0,23,0,10,36,18,0,1,15,3,33
"G04917",36,37,227,0,12,8,675,27,55,1905,38
"G04918",375,615,255,47,608,587,112,117,551,429,969
"G04919",0,0,0,0,0,0,0,0,0,0,0
"G04920",304,638,215,112,702,754,142,313,631,598,730
"G04921",415,961,608,413,1812,2651,253,268,1155,1013,2049
"G04922",559,1002,564,136,675,560,160,554,862,581,645
"G04923",0,0,0,0,0,0,0,0,0,0,0
"G04924",475,198,1918,112,569,1159,346,2511,339,549,543
"G04925",2056,3655,794,206,2089,3693,376,1048,2811,2858,4027
"G04926",0,0,0,0,0,0,0,0,0,0,0
"G04927",0,0,0,0,0,0,0,0,0,0,0
"G04928",0,0,0,0,0,0,0,0,0,0,0
"G04929",5,0,0,0,0,0,0,0,5,1,0
"G04930",1489,3107,395,56,911,811,61,940,1497,1829,1832
"G04931",10,0,10,0,33,9,0,19,1,21,22
"G04932",0,3,0,0,25,29,0,3,8,9,5
"G04933",169,279,116,7,175,277,35,170,154,233,304
"G04934",183,259,378,224,667,671,159,191,277,266,241
"G04935",1078,847,571,181,733,1155,134,458,1014,919,1402
"G04936",0,0,0,0,0,0,0,0,0,0,0
"G04937",347,519,323,212,512,706,230,374,626,510,595
"G04938",1661,1229,1255,1637,1819,1897,1558,1324,1331,894,1152
"G04939",0,0,0,0,0,12,0,4,5,1,1
"G04940",1064,1334,882,436,1215,1469,329,758,1295,1145,1146
"G04941",2877,10062,1099,3,1283,3609,67,1426,6630,6459,7774
"G04942",0,0,0,0,0,0,0,0,0,0,0
"G04943",102,586,275,12,442,288,185,115,541,133,227
"G04944",191,278,162,0,316,350,45,44,199,233,520
"G04945",367,527,383,113,507,639,140,325,436,478,614
"G04946",395,784,405,94,678,602,43,377,652,714,830
"G04947",18,113,38,16,103,139,1,36,60,74,277
"G04948",0,0,0,0,1,1,0,0,0,0,1
"G04949",150,399,171,60,260,406,95,143,288,145,232
"G04950",0,0,0,0,0,0,0,0,0,0,0
"G04951",1,0,0,0,0,7,0,0,0,0,1
"G04952",0,2,8,11,9,0,10,18,10,0,0
"G04953",0,0,0,0,0,0,0,0,0,0,0
"G04954",0,0,0,0,0,0,0,0,0,0,0
"G04955",1,2,3,2,5,3,0,1,0,2,4
"G04956",587,933,829,345,1218,1197,410,627,908,656,1179
"G04957",5,21,3,0,14,15,0,3,34,19,75
"G04958",0,1,1,0,2,0,0,0,1,2,1
"G04959",0,0,1,0,0,2,0,0,2,2,1
"G04960",30,73,15,0,45,70,23,32,45,26,58
"G04961",0,2,0,0,0,0,0,0,0,0,0
"G04962",726,1508,1075,392,1683,2016,481,787,1251,1420,1258
"G04963",688,291,238,317,2762,1685,190,398,397,1310,658
"G04964",0,0,0,0,0,0,0,0,0,0,0
"G04965",223,302,425,254,792,610,253,249,409,395,355
"G04966",804,1330,1028,419,1268,1972,436,619,1136,1086,1557
"G04967",43,157,44,0,125,156,33,20,119,103,334
"G04968",21,100,41,5,93,163,1,17,102,110,218
"G04969",1681,2049,1220,1037,2301,2677,843,1124,1702,1649,2481
"G04970",561,1038,180,37,559,638,148,335,524,514,1002
"G04971",925,1075,5875,2374,4807,6072,1897,768,1995,1197,1353
"G04972",706,1026,732,327,968,1122,368,454,1155,823,1108
"G04973",2208,3924,2139,829,3768,4383,974,1469,3356,2778,4010
"G04974",71,101,48,10,58,106,1,28,83,89,163
"G04975",757,911,887,204,922,811,443,495,982,775,805
"G04976",690,885,619,262,1006,1628,337,343,1050,1133,1689
"G04977",725,902,454,150,792,451,70,452,584,749,1240
"G04978",275,196,92,455,328,452,280,167,179,140,344
"G04979",950,1502,390,75,681,1062,85,536,1217,1107,1968
"G04980",446,957,362,294,510,682,161,352,670,669,890
"G04981",180,383,141,14,495,698,51,72,387,395,739
"G04982",34283,34425,67096,25524,70090,104354,21740,27951,45913,45139,54537
"G04983",3568,7569,1384,33,1610,2555,227,2347,4360,3783,6430
"G04984",86,87,154,3,173,184,54,35,166,84,173
"G04985",24,23,390,98,165,501,134,37,196,60,54
"G04986",2,16,12,0,24,15,0,0,6,7,14
"G04987",818,888,666,296,1303,1876,320,472,882,732,1274
"G04988",74,262,157,0,56,233,13,91,134,123,178
"G04989",73,200,90,0,102,219,21,13,377,189,81
"G04990",122,372,50,0,201,290,16,36,240,251,566
"G04991",420,360,223,68,502,751,81,191,355,497,444
"G04992",130,389,129,35,504,445,82,119,455,251,833
"G04993",42,580,47,1,18,198,1,480,412,29,1176
"G04994",0,0,14,0,20,1,17,5,4,0,0
"G04995",328,820,518,167,1155,1057,145,345,438,346,577
"G04996",19702,10095,22728,11937,18040,17350,17526,20731,16190,14790,20757
"G04997",1865,2263,1221,333,1849,2927,639,1210,2458,2135,2218
"G04998",30,85,44,0,96,75,0,17,82,87,138
"G04999",749,1664,561,91,911,1156,150,279,1250,864,1548
"G05000",0,6,0,0,0,0,0,0,0,5,0
"G05001",0,2,0,0,0,0,0,0,0,7,5
"G05002",1,13,0,0,4,5,0,2,14,2,6
"G05003",1266,1738,1084,659,1024,1116,586,764,1528,1461,1704
"G05004",0,0,0,0,0,0,0,0,0,0,0
"G05005",6219,12480,1432,410,3070,5016,245,5242,6512,5125,10321
"G05006",103,257,73,0,157,226,0,68,237,196,300
"G05007",0,0,0,0,0,0,0,0,0,0,0
"G05008",783,1054,2169,140,1195,1218,547,1115,1132,698,893
"G05009",0,0,0,0,0,0,0,0,0,0,0
"G05010",35005,1587,65441,75,77,3800,80,22083,3523,230,14268
"G05011",79,166,190,49,425,413,51,86,163,216,225
"G05012",358,424,524,230,966,879,655,269,635,435,820
"G05013",59,174,49,0,66,113,21,88,95,116,103
"G05014",37,24,145,40,195,109,88,41,100,81,110
"G05015",158,280,118,55,195,238,305,159,280,162,338
"G05016",91,223,61,146,186,738,23,140,140,536,446
"G05017",0,0,0,0,0,0,0,0,0,0,0
"G05018",2,2,0,0,6,28,0,0,6,4,1
"G05019",10,24,0,0,14,18,0,6,23,4,11
"G05020",0,0,0,1,2,2,1,0,0,0,1
"G05021",0,0,0,0,0,0,0,0,0,0,0
"G05022",0,2,6,0,9,8,0,0,5,0,2
"G05023",30,436,12,8,37,133,0,88,138,202,743
"G05024",30,93,53,29,85,154,0,37,256,170,30
"G05025",677,1442,301,42,852,1094,18,338,919,987,1742
"G05026",341,494,200,187,522,549,115,337,496,434,514
"G05027",0,0,1,0,0,4,1,1,0,6,0
"G05028",1350,3980,814,257,2325,3074,177,1087,2299,2005,3460
"G05029",112,1041,917,223,252,175,76,742,581,380,82
"G05030",2112,3920,1208,167,2364,2568,691,1274,2701,2243,2954
"G05031",299,346,1120,530,1467,1795,644,235,973,609,582
"G05032",803,987,871,297,2488,2409,1656,690,1038,929,984
"G05033",141,527,46,1,161,206,8,35,282,275,630
"G05034",654,1484,284,106,495,504,89,527,1018,855,927
"G05035",135,334,143,68,121,268,21,89,213,210,383
"G05036",17,157,3,0,24,49,0,15,58,46,160
"G05037",302,617,430,269,805,970,178,167,516,335,482
"G05038",0,0,2,0,0,4,0,0,0,0,0
"G05039",1,28,26,0,96,54,7,7,24,23,35
"G05040",1,0,0,0,17,1,0,5,9,0,2
"G05041",318,390,228,26,330,449,82,158,303,253,542
"G05042",246,693,476,61,362,411,209,251,566,2374,445
"G05043",18,71,6,0,82,48,22,12,114,11,48
"G05044",231,556,89,5,451,691,151,145,457,443,1082
"G05045",1913,2434,1083,312,1454,1287,360,978,1860,1688,1865
"G05046",1654,2902,554,49,563,1372,119,804,2600,1567,2834
"G05047",21,34,79,4,65,78,42,79,95,34,105
"G05048",238,279,85,92,234,302,53,86,268,289,340
"G05049",7,0,0,0,2,1,0,0,0,5,0
"G05050",1,1,0,8,8,0,41,0,2,0,1
"G05051",72,34,39,128,1234,472,117,20,60,187,194
"G05052",83,240,66,29,166,340,61,31,232,158,422
"G05053",1194,1608,839,360,1473,1666,472,853,1614,1462,1770
"G05054",528,583,213,69,592,923,156,322,718,641,658
"G05055",1611,1907,1144,657,2518,2805,810,1499,1664,1938,1903
"G05056",0,0,0,0,0,0,0,0,0,0,0
"G05057",143,166,28,0,134,236,41,26,206,205,716
"G05058",1155,1744,206,15,495,775,99,856,1038,1061,1733
"G05059",110,257,244,97,250,292,102,119,288,154,217
"G05060",37,7,19,27,257,435,44,21,69,25,38
"G05061",0,0,0,0,0,0,0,0,0,0,0
"G05062",34,41,156,67,198,190,73,85,92,100,61
"G05063",457,1903,356,68,427,483,192,433,1181,796,1022
"G05064",91,87,571,340,805,909,260,135,241,159,186
"G05065",1546,1954,917,135,1675,2261,347,1033,2044,1752,2766
"G05066",23,76,92,60,249,294,38,13,100,26,132
"G05067",50,216,47,29,229,274,15,32,135,152,374
"G05068",684,1028,353,158,694,1002,106,467,844,793,1138
"G05069",122,548,493,15,582,803,232,56,465,349,489
"G05070",425,840,475,165,550,938,195,288,639,522,1082
"G05071",147,663,333,37,516,761,129,146,687,670,401
"G05072",139,149,253,84,369,450,61,51,268,131,346
"G05073",2382,4328,656,3,1164,1475,52,1199,3055,3428,4200
"G05074",1105,1493,2166,401,2224,1779,430,962,1444,1535,1645
"G05075",216,492,193,58,231,342,29,164,402,288,379
"G05076",0,4,51,32,120,81,38,17,37,4,12
"G05077",21,100,262,169,784,264,271,107,267,27,65
"G05078",346,738,121,54,382,582,65,193,468,476,813
"G05079",155,220,40,0,51,68,8,40,55,77,183
"G05080",162,287,49,57,131,157,15,100,186,197,282
"G05081",443,686,111,62,286,447,69,233,526,481,781
"G05082",575,1015,363,324,636,767,136,307,761,634,887
"G05083",327,337,240,272,790,731,139,260,441,399,431
"G05084",17,78,19,106,202,219,31,37,49,55,213
"G05085",404,740,125,34,530,618,73,180,533,512,793
"G05086",96,267,45,43,127,133,0,75,131,191,272
"G05087",550,853,636,275,1441,1727,420,306,1047,708,1073
"G05088",67,150,16,0,69,92,0,36,85,94,219
"G05089",31,97,6,0,42,67,22,5,50,42,99
"G05090",2,48,17,15,81,76,0,23,52,24,80
"G05091",210,319,375,109,821,814,202,161,538,424,317
"G05092",349,425,262,50,479,535,70,218,396,384,507
"G05093",141,425,104,0,247,263,0,67,310,231,524
"G05094",773,966,529,412,615,949,244,609,809,1010,1077
"G05095",0,0,0,0,0,0,0,0,0,0,0
"G05096",0,0,0,0,0,0,0,0,0,0,0
"G05097",0,0,0,0,1,0,0,0,0,1,1
"G05098",0,0,0,0,2,0,0,0,0,0,0
"G05099",126,254,155,75,92,153,36,252,370,229,195
"G05100",1757,1666,2335,1545,1686,2423,579,1019,2423,1790,2516
"G05101",190,355,243,175,387,424,94,92,330,287,407
"G05102",385,939,218,113,616,746,410,287,455,617,962
"G05103",0,0,0,0,0,0,0,0,0,0,0
"G05104",8,18,94,95,87,83,12,29,36,49,24
"G05105",63,238,41,0,109,208,27,13,153,104,218
"G05106",763,1433,728,319,2279,2769,360,747,932,1100,1286
"G05107",351,413,358,56,530,573,296,256,387,370,457
"G05108",0,0,0,0,0,0,0,0,0,0,0
"G05109",0,0,0,0,0,0,0,0,0,0,0
"G05110",26,121,20,0,71,185,0,12,128,124,372
"G05111",0,0,0,0,0,0,0,0,0,0,0
"G05112",0,0,11,0,0,0,0,0,1,0,0
"G05113",61,186,69,33,73,145,2,29,181,146,251
"G05114",210,239,99,68,148,314,50,113,243,288,452
"G05115",43,72,23,16,35,64,18,7,58,80,104
"G05116",421,354,1281,725,6699,4327,739,183,1568,1021,2426
"G05117",1650,1902,538,128,996,1563,185,971,1737,1934,2895
"G05118",0,0,0,0,1,0,0,0,0,2,0
"G05119",709,951,525,210,838,1138,234,530,934,797,1202
"G05120",0,0,0,0,0,1,0,0,0,0,0
"G05121",2079,3614,701,840,1091,1807,956,1779,2217,2108,3261
"G05122",0,0,0,0,0,0,0,0,0,0,0
"G05123",213,226,48,0,163,184,17,136,173,226,90
"G05124",66,156,59,0,158,199,1,44,168,234,183
"G05125",450,510,232,40,404,662,56,207,350,515,482
"G05126",310,263,660,450,365,429,362,392,335,398,428
"G05127",48,67,127,187,1136,445,134,136,146,161,127
"G05128",698,1568,164,0,58,796,0,241,982,1084,2770
"G05129",89,245,70,0,44,182,0,22,321,175,533
"G05130",0,0,0,0,0,0,0,0,0,0,0
"G05131",0,0,0,0,0,0,0,6,0,0,0
"G05132",62,137,2,0,42,88,16,49,97,56,160
"G05133",61,147,2,0,43,48,32,29,135,80,169
"G05134",934,1375,1237,312,1892,1702,324,652,1161,1168,1287
"G05135",0,5,2,4,21,9,8,0,3,44,20
"G05136",0,0,0,0,0,0,0,0,0,0,0
"G05137",0,4,2,0,0,2,0,3,3,0,9
"G05138",1,9,39,31,9,7,29,11,4,3,8
"G05139",0,2,10,0,1,12,0,12,1,2,12
"G05140",12,4,72,31,169,4,110,7,22,16,7
"G05141",32,9,12,0,4,154,0,0,121,15,321
"G05142",76,61,1863,503,138,432,647,98,85,28,51
"G05143",17,2,3,0,9,191,24,5,23,3,127
"G05144",4,5,21,0,14,16,0,0,12,2,2
"G05145",0,5,54,0,39,22,3,1,7,0,11
"G05146",0,1,10,5,13,7,3,5,9,5,5
"G05147",0,0,0,0,0,0,0,0,0,0,0
"G05148",190,252,189,111,295,381,62,117,304,266,426
"G05149",682,993,649,277,687,1131,286,666,1123,900,916
"G05150",631,1070,559,561,450,793,486,1531,857,830,492
"G05151",257,550,128,16,193,382,48,136,435,331,731
"G05152",2,2,5,0,13,7,2,2,3,6,1
"G05153",48,54,4,0,79,116,14,47,33,39,32
"G05154",7,10,21,18,16,14,0,11,19,11,6
"G05155",778,942,933,282,1384,1843,455,426,1179,1125,1712
"G05156",2614,2130,3242,7042,1482,1609,5843,4682,1781,816,1220
"G05157",0,0,0,0,0,0,0,0,0,0,0
"G05158",632,302,1844,750,843,2156,1731,868,1103,594,824
"G05159",213,453,543,484,2181,1028,1854,2039,534,866,1363
"G05160",0,4,12,64,0,1,26,5,8,38,0
"G05161",0,0,0,0,0,0,0,0,0,0,0
"G05162",2,1,2,0,2,6,2,0,1,1,1
"G05163",0,5,0,0,3,4,8,7,8,0,1
"G05164",286,178,560,219,528,568,199,231,329,209,232
"G05165",0,0,0,0,0,0,0,0,0,0,0
"G05166",1158,2029,844,873,1411,1745,471,831,1459,1298,2034
"G05167",4,2,0,28,2,2,11,25,0,0,0
"G05168",684,1265,854,365,1651,1679,412,514,1235,1090,1539
"G05169",801,1225,235,83,647,803,49,327,1066,878,1620
"G05170",0,0,0,0,0,0,0,0,0,0,0
"G05171",0,0,0,0,0,0,0,0,0,0,0
"G05172",1,36,11,28,25,59,0,9,26,30,17
"G05173",0,0,0,0,0,0,0,0,0,0,0
"G05174",0,0,0,1,0,2,0,0,0,4,1
"G05175",87,269,245,97,390,344,70,98,256,186,222
"G05176",254,474,56,0,277,555,12,142,492,410,1150
"G05177",825,953,302,28,453,776,55,442,555,764,939
"G05178",4,29,18,0,25,24,0,0,33,32,60
"G05179",31,65,140,24,208,177,135,21,253,97,123
"G05180",645,807,239,37,677,821,116,267,662,555,839
"G05181",23,61,60,0,82,107,53,16,81,91,163
"G05182",0,0,0,0,0,0,0,0,0,0,0
"G05183",58,24,1000,78,933,524,170,141,190,104,54
"G05184",18,2343,7481,121,5349,1152,472,11,7220,460,540
"G05185",24,101,740,13,370,240,93,43,163,114,111
"G05186",621,381,235,259,1450,1732,247,476,407,680,734
"G05187",0,0,0,0,0,0,0,0,0,0,0
"G05188",0,0,0,0,0,0,0,0,0,0,4
"G05189",0,33,0,0,9,60,0,0,2,18,19
"G05190",542,842,965,151,1078,1313,336,299,820,827,1094
"G05191",1143,1911,907,167,1385,1687,295,628,1634,1369,2428
"G05192",0,0,25,23,72,39,16,20,17,87,92
"G05193",2,54,16,54,13,55,2,8,18,19,20
"G05194",10,40,62,0,1,28,0,4,48,6,27
"G05195",1002,2225,42695,35284,3081,6669,3319,3244,8372,6924,1182
"G05196",162,310,9635,3102,340,2889,948,515,3737,354,112
"G05197",0,0,10,0,1,2,0,0,23,1,0
"G05198",961,541,4786,3337,788,1675,1722,1992,1255,645,1302
"G05199",661,1033,483,678,910,1255,197,610,1112,898,1206
"G05200",0,0,0,0,0,0,0,0,0,0,0
"G05201",55,546,203,184,322,287,112,98,415,172,342
"G05202",0,0,0,0,0,0,0,0,0,0,0
"G05203",0,0,0,0,0,0,0,0,0,0,0
"G05204",2961,6941,1004,118,1391,3377,210,1399,5132,5036,4125
"G05205",0,0,0,0,0,0,0,0,0,0,0
"G05206",0,0,0,0,0,0,0,0,0,0,0
"G05207",0,0,0,0,7,9,0,0,2,0,2
"G05208",47,223,14,12,77,134,0,17,147,69,209
"G05210",0,0,0,0,1,0,0,0,0,1,0
"G05211",1675,3681,1161,584,1463,2181,200,1396,2956,2684,2278
"G05212",0,0,0,0,0,0,0,0,0,1,0
"G05213",4302,4242,8219,3314,12494,18381,5111,1640,6083,3239,8243
"G05214",0,1,4,35,17,8,1,0,1,2,8
"G05215",792,1290,804,351,1424,1884,375,407,1368,1097,1919
"G05216",376,352,329,298,708,724,94,117,238,336,375
"G05217",6,4,0,0,1,7,0,0,6,3,5
"G05218",672,1501,491,110,674,1098,121,462,1265,1129,1368
"G05219",0,0,0,0,0,0,0,0,0,0,0
"G05220",0,0,0,0,0,0,0,0,0,0,0
"G05221",533,758,510,125,987,1162,215,305,829,588,788
"G05222",0,0,0,0,0,0,0,0,0,0,0
"G05223",0,0,0,0,0,0,0,0,0,0,0
"G05224",26,66,32,9,52,26,40,17,49,12,32
"G05225",147,263,136,67,177,269,52,63,218,176,273
"G05226",0,0,0,0,0,0,0,0,0,0,0
"G05227",0,0,0,0,0,0,0,0,0,0,3
"G05228",739,1853,823,186,1899,2765,184,675,1639,1313,2666
"G05229",1133,2050,778,433,1329,1481,174,709,1674,1513,2151
"G05230",550,923,700,368,1173,1036,357,572,816,837,929
"G05231",2,2,0,0,7,8,8,0,0,0,2
"G05232",0,1,11,0,6,10,7,0,0,0,12
"G05233",491,606,523,565,759,792,469,494,532,569,853
"G05234",0,0,0,0,0,0,0,0,0,0,0
"G05235",900,1364,927,380,2199,2554,312,763,1394,1618,1631
"G05236",0,0,0,0,0,0,0,0,0,0,0
"G05237",0,1,0,0,0,2,0,0,4,1,1
"G05238",978,1278,1959,756,3796,3797,2284,451,2059,1184,2534
"G05239",459,953,597,87,741,741,99,505,955,940,847
"G05240",0,0,32,0,0,0,0,0,8,1,9
"G05241",0,0,0,0,0,0,0,0,0,0,0
"G05242",17,37,34,14,299,433,1099,105,180,56,119
"G05243",455,539,186,97,358,412,72,211,525,339,369
