GeneID,baseMean,Log2FoldChange,lfcSE,stat,pvalue,padj
G03957,26.31680581,-3.048562764,0.896253505,-3.401451427,0.00067029,0.011761139
G14966,15.06533278,-3.065660786,1.07232871,-2.85888157,0.004251375,0.040269073
G12384,34.90582654,-3.067912003,0.793119254,-3.868159783,0.00010966,0.003426588
G02207,44.23052801,-3.074031478,0.741502061,-4.145681634,3.39E-05,0.001543981
G01029,125.4076192,-3.09809575,0.790501155,-3.919153981,8.89E-05,0.002951483
G04006,151.8822775,-3.103359855,1.088261172,-2.851668271,0.004349046,0.040946432
G13740,39.7852559,-3.1357287,0.778828966,-4.026209653,5.67E-05,0.00214437
G09593,42.39395001,-3.141334644,0.94166901,-3.335922295,0.000850169,0.013851733
G08370,36.72058212,-3.15044443,0.831615173,-3.788344096,0.000151655,0.004277073
G01005,20.9414947,-3.151405129,0.8366224,-3.766818974,0.000165341,0.004520519
G03456,78.83999695,-3.162710137,0.958952683,-3.298087792,0.000973457,0.015180109
G10334,42.77193487,-3.19759206,0.885169762,-3.612405436,0.00030337,0.00694652
G08291,92.95262572,-3.200688504,0.886042839,-3.612340583,0.000303446,0.00694652
G13198,35.50615796,-3.249339062,0.817455703,-3.974942069,7.04E-05,0.002511406
G01215,30.30898897,-3.251582554,0.945142426,-3.440309591,0.000581049,0.010757474
G06146,25.7945648,-3.257899773,0.734125627,-4.437796,9.09E-06,0.000578283
G06145,21.82797039,-3.262150428,0.97352168,-3.350875995,0.000805564,0.013325321
G05642,97.45111451,-3.282193928,0.815797545,-4.023294684,5.74E-05,0.002150026
G02656,38.5998575,-3.285092969,0.91770316,-3.579690159,0.000344002,0.007586861
G00333,71.14742434,-3.311231031,0.777563085,-4.258472523,2.06E-05,0.001065035
G01716,53.9023135,-3.311454502,0.855485588,-3.870847795,0.000108457,0.003407408
G09596,41.24407337,-3.319780288,0.764637752,-4.341637956,1.41E-05,0.00079771
G13851,15.79437676,-3.321049141,0.878662188,-3.779665481,0.000157039,0.00437961
G13512,31.37284819,-3.335275491,0.890519883,-3.745312773,0.000180169,0.00479176
G10892,44.17166758,-3.373394032,1.0461268,-3.224651192,0.001261262,0.018111843
G04649,9.261333568,-3.410226069,1.105247164,-3.085487283,0.002032189,0.024634146
G04252,27.02220454,-3.452080293,1.217245523,-2.835976987,0.004568574,0.042344693
G01940,33.82183824,-3.490857105,0.998865452,-3.494822149,0.000474378,0.009443813
G04762,17.76491435,-3.528510105,1.136132746,-3.105719923,0.001898164,0.023768811
G07144,33.93443901,-3.549864944,0.798515065,-4.44558293,8.77E-06,0.000562873
G15606,52.6664729,-3.554906502,0.871112339,-4.080881811,4.49E-05,0.001848032
G18102,30.8500747,-3.595238611,1.044438792,-3.442268364,0.000576858,0.010749124
G14698,56.73890625,-3.605785943,1.181548928,-3.051744923,0.002275154,0.026403589
G00614,39.78440233,-3.639847069,0.663405217,-5.486612067,4.10E-08,9.33E-06
G12356,18.97346188,-3.69577961,1.159814587,-3.186526236,0.001439924,0.019748885
G09625,18.10333414,-3.704460313,1.060563565,-3.492916819,0.000477775,0.009494156
G04082,15.25089785,-3.715248249,1.179545858,-3.14972769,0.001634227,0.021576541
G03552,11.69992663,-3.737585079,0.916141536,-4.07970268,4.51E-05,0.00185134
G10016,12.74360215,-3.767159804,1.226683017,-3.071013254,0.002133337,0.025490118
G17212,14.18858784,-3.795803164,1.334336003,-2.844713141,0.004445144,0.041600962
G09957,10.99111344,-3.799606747,1.112572635,-3.415153876,0.00063746,0.011380644
G07378,19.086883,-3.841511741,0.845314697,-4.544475278,5.51E-06,0.000403284
G16259,96.19765323,-3.877883935,1.088978167,-3.561030013,0.000369403,0.007979488
G10128,66.43349868,-3.888271285,0.834762262,-4.657938506,3.19E-06,0.000259038
G08505,124.5000344,-3.924511516,1.055101409,-3.719558596,0.000199571,0.005152642
G12394,37.39440584,-3.924979293,0.98811897,-3.972172797,7.12E-05,0.002519258
G00083,8.769895024,-3.959678532,1.385255378,-2.858446605,0.004257207,0.040293841
G01009,63.54967198,-3.961718651,0.994218047,-3.984758336,6.75E-05,0.002437598
G07737,15.76784703,-3.992423474,1.360642361,-2.934219593,0.003343875,0.034134305
G07242,33.56916927,-4.00479215,1.120590746,-3.573822257,0.000351808,0.007728662
G06891,21.94289204,-4.060413837,1.042102106,-3.896368515,9.76E-05,0.003131768
G00980,4.372335439,-4.063008494,1.456943784,-2.788720155,0.005291677,0.046729462
G17221,37.26586485,-4.08011933,1.450733755,-2.812452191,0.004916533,0.044545576
G01190,141.9489408,-4.107696728,0.877843114,-4.6793062,2.88E-06,0.000240295
G08727,3.560128251,-4.137391209,1.459741142,-2.834332123,0.004592158,0.04250037
G00915,22.95947595,-4.139719944,0.982026339,-4.215487691,2.49E-05,0.001243415
G00981,9.984580067,-4.219739628,1.471784538,-2.867090609,0.004142644,0.039628867
G17986,6.430650524,-4.226743756,1.337888106,-3.159265515,0.001581673,0.021069906
G08973,28.44897559,-4.310325624,1.32062591,-3.263850566,0.001099091,0.016521993
G10971,7.178256606,-4.333154772,1.230563726,-3.521276209,0.000429475,0.008978107
G10447,15.3382492,-4.346775756,1.370473498,-3.171732809,0.001515324,0.020425258
G01734,6.963151352,-4.357843287,1.279069288,-3.407042393,0.000656709,0.011598467
G08958,6.248018016,-4.369871863,1.466156378,-2.980495073,0.002877829,0.030905807
G14486,10.80072633,-4.376238462,1.247511255,-3.507975135,0.000451531,0.009141237
G17218,3.714992179,-4.422401915,1.415254155,-3.124811116,0.001779193,0.022666126
G01289,4.786872516,-4.430027379,1.35978305,-3.25789278,0.001122428,0.016772129
G07380,8.183778165,-4.483888215,1.260489817,-3.557258578,0.000374745,0.008048988
G15513,13.9659799,-4.508662598,1.284905324,-3.508945377,0.000449887,0.009141237
G14735,9.505365576,-4.592502343,1.555225893,-2.952948741,0.003147542,0.032895336
G08300,24.7085005,-4.833986884,1.086354776,-4.449731332,8.60E-06,0.000560014
G16190,41.02723633,-4.893336575,1.741606305,-2.809668615,0.004959253,0.044772726
G06402,4.488623318,-4.897971002,1.595062358,-3.070708163,0.002135518,0.025491852
G03997,5.667794568,-4.908470553,1.278730614,-3.838549338,0.000123763,0.003716462
G04494,8.413534629,-4.919626931,1.527004823,-3.221749438,0.001274105,0.018161622
G06955,5.180562332,-4.937164165,1.756019806,-2.811565194,0.00493011,0.044564432
G07288,20.04480027,-4.949116781,1.120876753,-4.415397827,1.01E-05,0.000631262
G17091,7.703496562,-4.968761122,1.356817722,-3.66206974,0.000250186,0.006013101
G04206,133.5374691,-4.991292772,1.055240948,-4.730002925,2.25E-06,0.00020672
G10436,5.119045825,-5.000321501,1.75681832,-2.846237112,0.004423924,0.041478609
G00829,7.403047325,-5.058449133,1.636761776,-3.090522523,0.001998047,0.024331398
G13038,6.557632627,-5.070538813,1.656652026,-3.060714462,0.002208096,0.025975878
G12848,4.92403383,-5.077211994,1.364336059,-3.721379319,0.000198138,0.005136808
G18434,21.73594075,-5.130285776,1.543471048,-3.323862654,0.000887799,0.014234341
G07241,5.647566693,-5.16173904,1.446145538,-3.569308139,0.000357925,0.007821884
G02031,41.50318132,-5.165138216,0.939074715,-5.500242029,3.79E-08,9.13E-06
G10889,5.691954218,-5.187480277,1.485407946,-3.49229334,0.000478892,0.009494156
G10083,9.808367878,-5.20406542,1.573249115,-3.307845764,0.000940166,0.01477779
G05440,10.26142262,-5.22949032,1.540207258,-3.395315982,0.000685494,0.011944878
G06829,8.119233864,-5.271797418,1.685510664,-3.127715257,0.001761708,0.022591989
G00491,6.33584533,-5.326016354,1.565868076,-3.401318691,0.000670616,0.011761139
G05189,7.885268869,-5.552667507,1.815030097,-3.059270211,0.002218769,0.025990111
G05973,8.074151469,-5.565800171,1.504844915,-3.698587221,0.000216803,0.005462385
G03071,13.53419922,-5.5804453,1.27179498,-4.387849762,1.14E-05,0.000689172
G09956,8.87634873,-5.583630339,1.208448386,-4.620495509,3.83E-06,0.000301492
G10584,6.349426751,-5.658775605,1.823497175,-3.103254386,0.00191405,0.023876113
G17173,7.785936687,-5.693835604,1.67075944,-3.407932625,0.000654571,0.011577023
G01393,35.17290246,-5.715060112,1.406453809,-4.063453828,4.84E-05,0.001935612
G03460,10.24218286,-5.768035207,1.505793551,-3.830561767,0.000127851,0.003802733
G02868,13.55330302,-5.870158216,1.430448433,-4.103718863,4.07E-05,0.00173753
G11904,12.09124835,-5.883512788,1.21901778,-4.826437224,1.39E-06,0.000148763
G01871,18.10973544,-5.959180039,1.307225647,-4.558646819,5.15E-06,0.000384555
G01447,11.54176518,-5.989166556,1.263741299,-4.739234654,2.15E-06,0.000200471
G16429,13.63166967,-6.011531902,1.775507798,-3.385809912,0.000709685,0.012206673
G15739,18.01499486,-6.342318069,1.224260056,-5.180531734,2.21E-07,3.69E-05
G07922,18.29942711,-6.373934984,1.36751825,-4.660950583,3.15E-06,0.000257603
G10586,16.67309163,-6.999359802,2.298723417,-3.044889937,0.002327655,0.026740269
